,Year,ISO-alpha3 Code,Neg,Neu,Pos,Compound
6561,2011,BRA,0.118,0.698,0.183,0.9995
6562,2011,BRB,0.118,0.712,0.17,0.9989
6563,2011,BRN,0.031,0.785,0.183,0.9994
6564,2011,BTN,0.104,0.637,0.258,0.9997
6565,2011,BWA,0.103,0.718,0.18,0.9996
6566,2011,CAF,0.071,0.756,0.173,0.9993
6567,2011,CAN,0.094,0.721,0.185,0.9998
6568,2011,CHE,0.045,0.692,0.263,0.9998
6569,2011,CHL,0.064,0.715,0.221,0.9999
6570,2011,CHN,0.049,0.746,0.204,0.9999
6571,2011,CIV,0.076,0.7,0.224,0.9998
6572,2011,CMR,0.04,0.749,0.211,0.9998
6573,2011,COD,0.035,0.806,0.159,0.9989
6574,2011,COG,0.051,0.739,0.21,0.9999
6575,2011,COL,0.07,0.732,0.197,0.9997
6576,2011,COM,0.091,0.716,0.194,0.9997
6577,2011,CPV,0.097,0.777,0.126,0.9742
6578,2011,CRI,0.103,0.688,0.21,0.9998
6579,2011,CUB,0.139,0.726,0.135,-0.99
6580,2011,CYP,0.082,0.758,0.16,0.9991
6581,2011,CZE,0.048,0.813,0.139,0.9962
6582,2011,DEU,0.064,0.703,0.233,0.9999
6583,2011,DJI,0.086,0.737,0.177,0.9995
6584,2011,DMA,0.072,0.75,0.178,0.9998
6585,2011,DNK,0.038,0.777,0.185,0.9998
6586,2011,DOM,0.134,0.755,0.111,-0.9939
6587,2011,DZA,0.099,0.722,0.179,0.9992
6588,2011,ECU,0.07,0.793,0.137,0.9995
6589,2011,EGY,0.046,0.781,0.173,0.9999
6590,2011,ERI,0.07,0.766,0.165,0.9992
6591,2011,ESP,0.093,0.698,0.209,0.9999
6592,2011,EST,0.082,0.758,0.16,0.9993
6593,2011,ETH,0.076,0.73,0.194,0.9997
6594,2011,EU,0.104,0.736,0.159,0.9988
6595,2011,FIN,0.049,0.717,0.234,0.9998
6596,2011,FJI,0.027,0.796,0.178,0.9999
6597,2011,FRA,0.133,0.7,0.167,0.9958
6598,2011,FSM,0.098,0.765,0.136,0.9934
6599,2011,GAB,0.04,0.773,0.188,0.9998
6600,2011,GBR,0.114,0.7,0.186,0.9996
6601,2011,GEO,0.12,0.723,0.157,0.9992
6602,2011,GHA,0.048,0.741,0.211,0.9999
6603,2011,GIN,0.042,0.766,0.192,0.9997
6604,2011,GMB,0.091,0.735,0.174,0.9998
6605,2011,GNB,0.045,0.744,0.211,0.9998
6606,2011,GNQ,0.074,0.764,0.162,0.9993
6607,2011,GRC,0.062,0.748,0.19,0.9998
6608,2011,GRD,0.037,0.823,0.14,0.9995
6609,2011,GTM,0.051,0.788,0.161,0.9997
6610,2011,GUY,0.058,0.756,0.186,0.9998
6611,2011,HND,0.067,0.767,0.165,0.9995
6612,2011,HRV,0.061,0.722,0.217,0.9999
6613,2011,HTI,0.106,0.718,0.176,0.9989
6614,2011,HUN,0.027,0.84,0.133,0.9988
6615,2011,IDN,0.054,0.735,0.21,0.9998
6616,2011,IND,0.072,0.742,0.186,0.9996
6617,2011,IRL,0.097,0.691,0.212,0.9999
6618,2011,IRN,0.104,0.696,0.2,0.9999
6619,2011,IRQ,0.032,0.816,0.152,0.9997
6620,2011,ISL,0.059,0.816,0.125,0.9986
6621,2011,ISR,0.094,0.742,0.164,0.9999
6622,2011,ITA,0.073,0.692,0.235,0.9998
6623,2011,JAM,0.077,0.759,0.164,0.9999
6624,2011,JOR,0.058,0.714,0.228,0.9996
6625,2011,JPN,0.054,0.761,0.185,0.9999
6626,2011,KAZ,0.069,0.784,0.147,0.9988
6627,2011,KEN,0.044,0.732,0.223,0.9994
6628,2011,KGZ,0.046,0.754,0.2,0.9997
6629,2011,KHM,0.105,0.731,0.164,0.9981
6630,2011,KIR,0.109,0.753,0.138,0.9864
6631,2011,KNA,0.051,0.822,0.127,0.9988
6632,2011,KOR,0.084,0.688,0.228,0.9999
6633,2011,KWT,0.115,0.709,0.176,0.999
6634,2011,LAO,0.05,0.748,0.202,0.9998
6635,2011,LBN,0.103,0.751,0.146,0.9969
6636,2011,LBR,0.059,0.73,0.211,0.9998
6637,2011,LBY,0.055,0.812,0.133,0.9995
6638,2011,LCA,0.054,0.756,0.19,0.9999
6639,2011,LIE,0.075,0.713,0.212,0.9997
6640,2011,LKA,0.086,0.753,0.161,0.9988
6641,2011,LSO,0.083,0.758,0.159,0.999
6642,2011,LTU,0.049,0.717,0.234,0.9994
6643,2011,LUX,0.086,0.727,0.187,0.9998
6644,2011,LVA,0.053,0.774,0.173,0.9993
6645,2011,MAR,0.048,0.721,0.231,1.0
6646,2011,MCO,0.057,0.741,0.202,0.9995
6647,2011,MDA,0.058,0.748,0.195,0.9999
6648,2011,MDG,0.076,0.777,0.147,0.9978
6649,2011,MDV,0.063,0.707,0.231,0.9999
6650,2011,MEX,0.125,0.728,0.146,0.9875
6651,2011,MHL,0.076,0.756,0.168,0.9995
6652,2011,MKD,0.082,0.733,0.185,0.9998
6653,2011,MLI,0.092,0.665,0.243,0.9998
6654,2011,MLT,0.059,0.759,0.182,0.9998
6655,2011,MMR,0.062,0.79,0.148,0.9992
6656,2011,MNE,0.055,0.738,0.207,0.9998
6657,2011,MNG,0.078,0.696,0.226,0.9999
6658,2011,MOZ,0.049,0.709,0.242,0.9999
6659,2011,MRT,0.048,0.797,0.155,0.9995
6660,2011,MUS,0.089,0.743,0.168,0.9998
6661,2011,MWI,0.061,0.689,0.25,0.9998
6662,2011,MYS,0.096,0.723,0.181,0.9991
6663,2011,NAM,0.054,0.786,0.159,0.9971
6664,2011,NER,0.107,0.756,0.137,0.9968
6665,2011,NGA,0.092,0.714,0.194,0.9998
6666,2011,NIC,0.089,0.795,0.116,0.9987
6667,2011,NLD,0.066,0.639,0.295,0.9999
6668,2011,NOR,0.053,0.747,0.2,0.9998
6669,2011,NPL,0.08,0.716,0.205,0.9999
6670,2011,NRU,0.053,0.721,0.226,0.9999
6671,2011,NZL,0.088,0.721,0.192,0.9998
6672,2011,OMN,0.071,0.77,0.158,0.9971
6673,2011,PAK,0.087,0.69,0.223,0.9999
6674,2011,PAN,0.059,0.752,0.189,0.9998
6675,2011,PER,0.042,0.829,0.129,0.9995
6676,2011,PHL,0.054,0.785,0.161,0.9993
6677,2011,PLW,0.079,0.742,0.179,0.9997
6678,2011,PNG,0.026,0.793,0.18,0.9997
6679,2011,POL,0.094,0.707,0.199,0.9998
6680,2011,PRK,0.058,0.764,0.178,0.9998
6681,2011,PRT,0.031,0.733,0.236,0.9999
6682,2011,PRY,0.082,0.716,0.202,0.9999
6683,2011,PSE,0.095,0.746,0.159,0.9998
6684,2011,QAT,0.052,0.808,0.141,0.9963
6685,2011,ROU,0.037,0.81,0.152,0.9992
6686,2011,RUS,0.061,0.784,0.155,0.9996
6687,2011,RWA,0.076,0.783,0.141,0.9931
6688,2011,SDN,0.057,0.743,0.2,0.9999
6689,2011,SEN,0.091,0.75,0.159,0.9996
6690,2011,SGP,0.063,0.747,0.189,0.9997
6691,2011,SLB,0.026,0.799,0.175,0.9999
6692,2011,SLE,0.081,0.701,0.217,0.9998
6693,2011,SLV,0.163,0.698,0.138,-0.9982
6694,2011,SMR,0.099,0.754,0.147,0.9985
6695,2011,SOM,0.092,0.761,0.147,0.9995
6696,2011,SRB,0.074,0.772,0.154,0.9995
6697,2011,SSD,0.035,0.768,0.197,0.9997
6698,2011,STP,0.049,0.793,0.157,0.9996
6699,2011,SUR,0.093,0.758,0.149,0.9971
6700,2011,SVK,0.115,0.696,0.189,0.9984
6701,2011,SVN,0.032,0.734,0.235,0.9999
6702,2011,SWE,0.085,0.703,0.212,0.9998
6703,2011,SWZ,0.061,0.766,0.173,0.9993
6704,2011,SYR,0.062,0.794,0.145,0.9993
6705,2011,TCD,0.05,0.798,0.152,0.9993
6706,2011,TGO,0.057,0.738,0.205,0.9998
6707,2011,THA,0.022,0.773,0.205,0.9998
6708,2011,TJK,0.091,0.767,0.141,0.993
6709,2011,TKM,0.011,0.826,0.163,0.9997
6710,2011,TLS,0.045,0.817,0.138,0.9994
6711,2011,TON,0.029,0.731,0.24,0.9999
6712,2011,TTO,0.088,0.714,0.197,0.9999
6713,2011,TUN,0.034,0.72,0.247,1.0
6714,2011,TUR,0.086,0.745,0.168,0.9999
6715,2011,TUV,0.05,0.822,0.128,0.9984
6716,2011,TZA,0.068,0.77,0.162,0.9995
6717,2011,UGA,0.057,0.678,0.265,0.9999
6718,2011,UKR,0.076,0.743,0.18,0.9996
6719,2011,URY,0.087,0.709,0.204,0.9999
6720,2011,USA,0.107,0.691,0.202,0.9999
6721,2011,UZB,0.074,0.762,0.164,0.9991
6722,2011,VAT,0.07,0.7,0.23,0.9999
6723,2011,VCT,0.118,0.755,0.126,0.2795
6724,2011,VEN,0.147,0.711,0.142,-0.9959
6725,2011,VNM,0.045,0.755,0.2,0.9998
6726,2011,VUT,0.074,0.742,0.183,0.9999
6727,2011,WSM,0.088,0.736,0.176,0.9996
6728,2011,YEM,0.116,0.729,0.154,0.9948
6729,2011,ZAF,0.086,0.726,0.188,0.9995
6730,2011,ZMB,0.076,0.739,0.185,0.9998
6731,2011,ZWE,0.114,0.728,0.158,0.996
6732,2012,AFG,0.103,0.716,0.181,0.9993
6733,2012,AGO,0.051,0.775,0.174,0.9997
6734,2012,ALB,0.087,0.728,0.186,0.9997
6735,2012,AND,0.054,0.735,0.212,0.9999
6736,2012,ARE,0.084,0.703,0.214,0.9997
6737,2012,ARG,0.125,0.752,0.122,-0.9942
6738,2012,ARM,0.107,0.758,0.135,0.9621
6739,2012,ATG,0.119,0.709,0.172,0.9996
6740,2012,AUS,0.097,0.703,0.2,0.9997
6741,2012,AUT,0.096,0.691,0.212,0.9997
6742,2012,AZE,0.089,0.741,0.17,0.9994
6743,2012,BDI,0.031,0.775,0.193,0.9999
6744,2012,BEL,0.074,0.762,0.165,0.9995
6745,2012,BEN,0.068,0.769,0.162,0.9997
6746,2012,BFA,0.051,0.738,0.211,0.9999
6747,2012,BGD,0.096,0.757,0.147,0.9986
6748,2012,BGR,0.105,0.692,0.203,0.9997
6749,2012,BHR,0.045,0.819,0.135,0.9995
6750,2012,BHS,0.087,0.728,0.186,0.9998
6751,2012,BIH,0.14,0.667,0.193,0.999
6752,2012,BLR,0.101,0.768,0.131,0.9946
6753,2012,BLZ,0.086,0.76,0.154,0.9992
6754,2012,BOL,0.085,0.786,0.13,0.9995
6755,2012,BRA,0.096,0.767,0.137,0.9984
6756,2012,BRB,0.081,0.741,0.179,0.9997
6757,2012,BRN,0.049,0.746,0.205,0.9997
6758,2012,BTN,0.044,0.768,0.188,0.9997
6759,2012,BWA,0.09,0.765,0.144,0.9985
6760,2012,CAF,0.073,0.749,0.178,0.9997
6761,2012,CAN,0.127,0.672,0.201,0.9998
6762,2012,CHE,0.066,0.779,0.156,0.9989
6763,2012,CHL,0.081,0.715,0.204,0.9999
6764,2012,CHN,0.054,0.741,0.205,0.9999
6765,2012,CIV,0.06,0.754,0.186,0.9998
6766,2012,CMR,0.081,0.758,0.161,0.9987
6767,2012,COD,0.094,0.743,0.163,0.9954
6768,2012,COG,0.093,0.709,0.198,0.9998
6769,2012,COL,0.073,0.726,0.201,0.9998
6770,2012,COM,0.091,0.731,0.178,0.9993
6771,2012,CPV,0.077,0.773,0.15,0.9994
6772,2012,CRI,0.091,0.729,0.179,0.9994
6773,2012,CUB,0.138,0.704,0.158,0.9749
6774,2012,CYP,0.04,0.832,0.128,0.9978
6775,2012,CZE,0.05,0.799,0.151,0.9976
6776,2012,DEU,0.101,0.68,0.22,0.9997
6777,2012,DJI,0.076,0.752,0.172,0.9997
6778,2012,DMA,0.048,0.787,0.165,0.9998
6779,2012,DNK,0.087,0.712,0.201,0.9998
6780,2012,DOM,0.094,0.779,0.127,0.996
6781,2012,DZA,0.069,0.804,0.127,0.9977
6782,2012,ECU,0.072,0.756,0.172,0.9999
6783,2012,EGY,0.072,0.73,0.199,0.9999
6784,2012,ERI,0.069,0.746,0.185,0.9981
6785,2012,ESP,0.088,0.707,0.205,0.9999
6786,2012,EST,0.128,0.704,0.168,0.9963
6787,2012,ETH,0.054,0.743,0.203,0.9998
6788,2012,EU,0.106,0.696,0.198,0.9996
6789,2012,FIN,0.088,0.697,0.215,0.9996
6790,2012,FJI,0.032,0.773,0.195,0.9999
6791,2012,FRA,0.111,0.724,0.165,0.999
6792,2012,FSM,0.1,0.715,0.185,0.9989
6793,2012,GAB,0.042,0.796,0.162,0.9996
6794,2012,GBR,0.137,0.697,0.166,0.9958
6795,2012,GEO,0.124,0.718,0.158,0.9991
6796,2012,GHA,0.07,0.725,0.204,0.9999
6797,2012,GIN,0.045,0.751,0.204,0.9998
6798,2012,GMB,0.094,0.724,0.182,0.9999
6799,2012,GNQ,0.093,0.757,0.15,0.998
6800,2012,GRC,0.054,0.8,0.146,0.9994
6801,2012,GRD,0.027,0.82,0.152,0.9998
6802,2012,GTM,0.065,0.773,0.162,0.9994
6803,2012,GUY,0.096,0.731,0.173,0.9997
6804,2012,HND,0.107,0.741,0.152,0.9967
6805,2012,HRV,0.098,0.688,0.213,0.9999
6806,2012,HTI,0.076,0.749,0.175,0.9988
6807,2012,HUN,0.057,0.853,0.09,0.99
6808,2012,IDN,0.084,0.69,0.227,0.9998
6809,2012,IND,0.073,0.703,0.224,0.9999
6810,2012,IRL,0.07,0.772,0.158,0.9997
6811,2012,IRN,0.104,0.687,0.209,0.9999
6812,2012,IRQ,0.13,0.69,0.18,0.9985
6813,2012,ISL,0.06,0.768,0.172,0.9994
6814,2012,ISR,0.117,0.75,0.133,0.99
6815,2012,ITA,0.082,0.71,0.208,0.9998
6816,2012,JAM,0.116,0.726,0.158,0.9984
6817,2012,JOR,0.058,0.745,0.196,0.9994
6818,2012,JPN,0.081,0.719,0.2,0.9999
6819,2012,KAZ,0.056,0.781,0.163,0.9996
6820,2012,KEN,0.073,0.759,0.168,0.9992
6821,2012,KGZ,0.075,0.778,0.146,0.9997
6822,2012,KHM,0.102,0.696,0.202,0.9995
6823,2012,KIR,0.043,0.797,0.159,0.9998
6824,2012,KNA,0.072,0.751,0.177,0.9999
6825,2012,KOR,0.066,0.739,0.195,0.9996
6826,2012,KWT,0.075,0.743,0.182,0.9998
6827,2012,LAO,0.053,0.774,0.173,0.9992
6828,2012,LBN,0.079,0.706,0.215,0.9998
6829,2012,LBR,0.084,0.728,0.188,0.9997
6830,2012,LBY,0.12,0.711,0.169,0.9987
6831,2012,LCA,0.115,0.74,0.145,0.9984
6832,2012,LIE,0.074,0.735,0.191,0.9997
6833,2012,LKA,0.091,0.77,0.139,0.9976
6834,2012,LSO,0.149,0.674,0.177,0.9937
6835,2012,LTU,0.135,0.611,0.253,0.9986
6836,2012,LUX,0.075,0.72,0.206,0.9998
6837,2012,LVA,0.064,0.743,0.193,0.9995
6838,2012,MAR,0.048,0.793,0.159,0.9993
6839,2012,MCO,0.05,0.787,0.164,0.9994
6840,2012,MDA,0.053,0.77,0.177,0.9997
6841,2012,MDG,0.093,0.708,0.199,0.9996
6842,2012,MDV,0.063,0.763,0.174,0.9996
6843,2012,MEX,0.114,0.728,0.158,0.9997
6844,2012,MHL,0.044,0.781,0.175,0.9998
6845,2012,MKD,0.033,0.816,0.152,0.9998
6846,2012,MLI,0.109,0.749,0.142,0.9927
6847,2012,MLT,0.073,0.754,0.173,0.9995
6848,2012,MMR,0.033,0.735,0.232,0.9999
6849,2012,MNE,0.041,0.705,0.253,0.9999
6850,2012,MNG,0.068,0.749,0.183,0.9995
6851,2012,MOZ,0.044,0.768,0.188,0.9998
6852,2012,MRT,0.079,0.736,0.186,0.9999
6853,2012,MUS,0.072,0.765,0.163,0.9995
6854,2012,MWI,0.082,0.732,0.187,0.9997
6855,2012,MYS,0.112,0.726,0.162,0.9991
6856,2012,NAM,0.059,0.688,0.253,0.9997
6857,2012,NER,0.125,0.709,0.166,0.9948
6858,2012,NGA,0.079,0.751,0.17,0.9995
6859,2012,NIC,0.109,0.717,0.174,0.9995
6860,2012,NLD,0.083,0.638,0.279,0.9999
6861,2012,NOR,0.093,0.719,0.188,0.9991
6862,2012,NPL,0.071,0.719,0.21,0.9999
6863,2012,NRU,0.082,0.736,0.182,0.9997
6864,2012,NZL,0.04,0.777,0.184,0.9999
6865,2012,OMN,0.101,0.728,0.172,0.9982
6866,2012,PAK,0.098,0.718,0.185,0.9997
6867,2012,PAN,0.074,0.727,0.199,0.9999
6868,2012,PER,0.048,0.81,0.142,0.9995
6869,2012,PHL,0.061,0.76,0.179,0.9998
6870,2012,PLW,0.066,0.74,0.195,0.9998
6871,2012,PNG,0.036,0.822,0.142,0.9995
6872,2012,POL,0.118,0.719,0.163,0.9988
6873,2012,PRK,0.07,0.769,0.162,0.9994
6874,2012,PRT,0.055,0.744,0.201,0.9999
6875,2012,PRY,0.059,0.796,0.145,0.9996
6876,2012,PSE,0.077,0.82,0.103,0.9922
6877,2012,QAT,0.106,0.705,0.189,0.9995
6878,2012,ROU,0.049,0.799,0.152,0.9994
6879,2012,RUS,0.105,0.722,0.173,0.9995
6880,2012,RWA,0.081,0.75,0.168,0.9971
6881,2012,SAU,0.058,0.818,0.123,0.9976
6882,2012,SDN,0.085,0.757,0.157,0.9996
6883,2012,SEN,0.078,0.765,0.157,0.9986
6884,2012,SGP,0.094,0.687,0.219,0.9995
6885,2012,SLB,0.019,0.846,0.134,0.9997
6886,2012,SLE,0.077,0.734,0.189,0.9998
6887,2012,SLV,0.129,0.736,0.134,-0.69
6888,2012,SMR,0.114,0.718,0.169,0.999
6889,2012,SOM,0.067,0.747,0.185,0.9999
6890,2012,SRB,0.112,0.695,0.194,0.9999
6891,2012,SSD,0.064,0.744,0.192,0.9999
6892,2012,STP,0.067,0.741,0.192,0.9998
6893,2012,SUR,0.056,0.77,0.174,0.9997
6894,2012,SVK,0.092,0.687,0.221,0.9998
6895,2012,SVN,0.095,0.765,0.14,0.9934
6896,2012,SWE,0.097,0.717,0.186,0.9994
6897,2012,SWZ,0.065,0.701,0.233,0.9999
6898,2012,SYC,0.041,0.793,0.166,0.9995
6899,2012,SYR,0.116,0.753,0.131,0.9943
6900,2012,TCD,0.097,0.794,0.109,0.9361
6901,2012,TGO,0.059,0.729,0.213,0.9999
6902,2012,THA,0.07,0.681,0.25,0.9998
6903,2012,TJK,0.06,0.746,0.194,0.9996
6904,2012,TKM,0.014,0.785,0.201,0.9997
6905,2012,TLS,0.064,0.71,0.226,1.0
6906,2012,TON,0.035,0.804,0.162,0.9997
6907,2012,TTO,0.054,0.827,0.119,0.9986
6908,2012,TUN,0.102,0.734,0.163,0.9985
6909,2012,TUR,0.149,0.659,0.193,0.9992
6910,2012,TUV,0.035,0.818,0.148,0.9997
6911,2012,TZA,0.044,0.8,0.156,0.9996
6912,2012,UGA,0.109,0.705,0.186,0.9982
6913,2012,UKR,0.072,0.712,0.217,0.9999
6914,2012,URY,0.079,0.73,0.191,0.9999
6915,2012,USA,0.124,0.7,0.176,0.9997
6916,2012,UZB,0.057,0.811,0.132,0.9983
6917,2012,VAT,0.102,0.68,0.218,0.9999
6918,2012,VCT,0.114,0.723,0.163,0.9996
6919,2012,VEN,0.088,0.758,0.154,0.9992
6920,2012,VNM,0.044,0.721,0.235,0.9998
6921,2012,VUT,0.051,0.825,0.124,0.9986
6922,2012,WSM,0.084,0.702,0.214,0.9999
6923,2012,YEM,0.097,0.738,0.165,0.9994
6924,2012,ZAF,0.057,0.746,0.197,0.9999
6925,2012,ZMB,0.085,0.716,0.198,0.9996
6926,2012,ZWE,0.13,0.686,0.184,0.999
6927,2013,AFG,0.059,0.752,0.189,0.9999
6928,2013,AGO,0.06,0.754,0.186,0.9997
6929,2013,ALB,0.08,0.735,0.186,0.9997
6930,2013,AND,0.123,0.671,0.206,0.9994
6931,2013,ARE,0.102,0.702,0.196,0.9997
6932,2013,ARG,0.121,0.75,0.129,0.9446
6933,2013,ARM,0.099,0.749,0.153,0.9977
6934,2013,ATG,0.124,0.74,0.136,0.6934
6935,2013,AUS,0.07,0.713,0.217,0.9999
6936,2013,AUT,0.078,0.722,0.201,0.9996
6937,2013,AZE,0.068,0.776,0.156,0.9993
6938,2013,BDI,0.033,0.79,0.177,0.9999
6939,2013,BEL,0.1,0.688,0.212,0.9997
6940,2013,BEN,0.046,0.773,0.181,0.9999
6941,2013,BFA,0.056,0.694,0.25,0.9997
6942,2013,BGD,0.065,0.79,0.145,0.9995
6943,2013,BGR,0.123,0.674,0.204,0.9996
6944,2013,BHR,0.045,0.806,0.148,0.9996
6945,2013,BHS,0.087,0.785,0.128,0.9981
6946,2013,BIH,0.047,0.804,0.149,0.9993
6947,2013,BLR,0.068,0.758,0.174,0.9997
6948,2013,BLZ,0.084,0.795,0.122,0.9988
6949,2013,BOL,0.087,0.739,0.173,0.9999
6950,2013,BRA,0.098,0.763,0.14,0.9981
6951,2013,BRB,0.068,0.767,0.165,0.9998
6952,2013,BRN,0.065,0.752,0.183,0.9988
6953,2013,BTN,0.042,0.771,0.187,0.9997
6954,2013,BWA,0.098,0.729,0.173,0.9991
6955,2013,CAF,0.107,0.778,0.115,-0.2673
6956,2013,CAN,0.127,0.646,0.228,0.9999
6957,2013,CHE,0.084,0.717,0.199,0.9996
6958,2013,CHL,0.061,0.729,0.21,0.9999
6959,2013,CHN,0.047,0.729,0.224,0.9999
6960,2013,CIV,0.07,0.74,0.19,0.9994
6961,2013,CMR,0.064,0.759,0.177,0.9998
6962,2013,COD,0.069,0.761,0.17,0.9995
6963,2013,COG,0.073,0.744,0.182,0.9998
6964,2013,COL,0.155,0.688,0.157,0.9256
6965,2013,COM,0.051,0.81,0.139,0.9995
6966,2013,CPV,0.052,0.774,0.174,0.9996
6967,2013,CRI,0.089,0.736,0.175,0.9995
6968,2013,CUB,0.061,0.759,0.18,0.9997
6969,2013,CYP,0.066,0.723,0.211,0.9999
6970,2013,CZE,0.088,0.696,0.216,0.9996
6971,2013,DEU,0.098,0.692,0.21,0.9996
6972,2013,DMA,0.063,0.751,0.187,0.9999
6973,2013,DNK,0.084,0.703,0.214,0.9999
6974,2013,DOM,0.085,0.79,0.126,0.9972
6975,2013,DZA,0.08,0.69,0.231,0.9999
6976,2013,ECU,0.119,0.753,0.128,0.8044
6977,2013,EGY,0.102,0.72,0.178,0.9995
6978,2013,ERI,0.08,0.795,0.125,0.9955
6979,2013,ESP,0.055,0.746,0.2,0.9999
6980,2013,EST,0.067,0.8,0.133,0.9985
6981,2013,ETH,0.049,0.723,0.229,1.0
6982,2013,EU,0.087,0.719,0.193,0.9997
6983,2013,FIN,0.096,0.684,0.221,0.9998
6984,2013,FJI,0.049,0.773,0.178,0.9999
6985,2013,FRA,0.137,0.704,0.159,0.968
6986,2013,FSM,0.074,0.784,0.143,0.9983
6987,2013,GAB,0.065,0.745,0.19,0.9998
6988,2013,GBR,0.113,0.675,0.212,0.9999
6989,2013,GEO,0.115,0.75,0.135,0.9989
6990,2013,GHA,0.09,0.744,0.166,0.9996
6991,2013,GIN,0.07,0.73,0.199,0.9997
6992,2013,GMB,0.137,0.703,0.16,0.997
6993,2013,GNB,0.095,0.743,0.162,0.9995
6994,2013,GNQ,0.102,0.727,0.172,0.999
6995,2013,GRC,0.04,0.79,0.17,0.9992
6996,2013,GRD,0.059,0.752,0.189,0.9998
6997,2013,GTM,0.064,0.723,0.213,0.9999
6998,2013,GUY,0.112,0.755,0.133,0.9438
6999,2013,HND,0.035,0.814,0.151,0.9994
7000,2013,HRV,0.048,0.766,0.186,0.9999
7001,2013,HTI,0.064,0.808,0.127,0.9991
7002,2013,HUN,0.09,0.72,0.19,0.9994
7003,2013,IDN,0.048,0.769,0.183,0.9992
7004,2013,IND,0.091,0.711,0.198,0.9995
7005,2013,IRL,0.076,0.728,0.196,0.9998
7006,2013,IRN,0.151,0.693,0.155,0.8595
7007,2013,IRQ,0.13,0.72,0.15,0.9822
7008,2013,ISL,0.066,0.743,0.192,0.9998
7009,2013,ISR,0.116,0.748,0.136,0.9944
7010,2013,ITA,0.071,0.74,0.189,0.9997
7011,2013,JAM,0.112,0.762,0.126,0.9248
7012,2013,JOR,0.083,0.728,0.189,0.9991
7013,2013,JPN,0.052,0.807,0.141,0.9997
7014,2013,KAZ,0.068,0.748,0.184,0.9999
7015,2013,KGZ,0.057,0.787,0.156,0.9995
7016,2013,KHM,0.091,0.738,0.171,0.9989
7017,2013,KIR,0.054,0.804,0.143,0.9995
7018,2013,KNA,0.059,0.786,0.155,0.9998
7019,2013,KOR,0.077,0.761,0.161,0.9994
7020,2013,KWT,0.057,0.759,0.184,0.9998
7021,2013,LAO,0.039,0.824,0.137,0.9989
7022,2013,LBN,0.079,0.746,0.175,0.9995
7023,2013,LBR,0.065,0.697,0.238,0.9999
7024,2013,LBY,0.083,0.759,0.158,0.9991
7025,2013,LCA,0.072,0.749,0.179,0.9998
7026,2013,LIE,0.131,0.743,0.125,-0.8093
7027,2013,LKA,0.074,0.751,0.175,0.9995
7028,2013,LSO,0.09,0.758,0.151,0.9981
7029,2013,LTU,0.089,0.734,0.177,0.9974
7030,2013,LUX,0.12,0.696,0.184,0.9994
7031,2013,LVA,0.031,0.739,0.23,0.9996
7032,2013,MAR,0.035,0.782,0.183,0.9998
7033,2013,MCO,0.055,0.793,0.152,0.9996
7034,2013,MDA,0.034,0.807,0.159,0.9998
7035,2013,MDG,0.142,0.71,0.148,-0.3383
7036,2013,MDV,0.068,0.786,0.146,0.9996
7037,2013,MEX,0.078,0.791,0.131,0.9973
7038,2013,MHL,0.076,0.744,0.181,0.9993
7039,2013,MKD,0.072,0.765,0.163,0.9998
7040,2013,MLI,0.086,0.756,0.158,0.9996
7041,2013,MLT,0.136,0.719,0.145,-0.2037
7042,2013,MMR,0.041,0.779,0.18,0.9998
7043,2013,MNE,0.052,0.752,0.196,0.9998
7044,2013,MNG,0.052,0.762,0.186,0.9996
7045,2013,MOZ,0.026,0.811,0.163,0.9995
7046,2013,MRT,0.07,0.766,0.164,0.9996
7047,2013,MUS,0.057,0.766,0.176,0.9999
7048,2013,MWI,0.068,0.738,0.194,0.9996
7049,2013,MYS,0.169,0.662,0.169,-0.9168
7050,2013,NAM,0.062,0.737,0.201,0.9992
7051,2013,NER,0.088,0.759,0.153,0.9966
7052,2013,NGA,0.125,0.695,0.18,0.9984
7053,2013,NIC,0.045,0.788,0.167,0.9997
7054,2013,NLD,0.11,0.7,0.189,0.9996
7055,2013,NOR,0.07,0.715,0.215,0.9997
7056,2013,NPL,0.058,0.757,0.185,0.9999
7057,2013,NRU,0.068,0.759,0.174,0.9997
7058,2013,NZL,0.076,0.745,0.179,0.9998
7059,2013,OMN,0.042,0.759,0.199,0.9997
7060,2013,PAK,0.106,0.663,0.231,0.9999
7061,2013,PAN,0.066,0.777,0.157,0.9998
7062,2013,PER,0.067,0.757,0.176,0.9998
7063,2013,PHL,0.063,0.747,0.191,0.9998
7064,2013,PLW,0.05,0.769,0.181,0.9998
7065,2013,PNG,0.031,0.791,0.179,0.9998
7066,2013,POL,0.099,0.708,0.194,0.9997
7067,2013,PRK,0.072,0.744,0.185,0.9997
7068,2013,PRT,0.049,0.783,0.168,0.9998
7069,2013,PRY,0.035,0.733,0.231,0.9999
7070,2013,PSE,0.077,0.718,0.204,0.9999
7071,2013,QAT,0.109,0.751,0.141,0.996
7072,2013,ROU,0.024,0.798,0.179,0.9999
7073,2013,RUS,0.096,0.774,0.13,0.9959
7074,2013,RWA,0.082,0.71,0.208,0.9993
7075,2013,SDN,0.053,0.804,0.143,0.9993
7076,2013,SEN,0.11,0.769,0.121,0.334
7077,2013,SGP,0.099,0.757,0.144,0.9968
7078,2013,SLB,0.03,0.806,0.164,0.9999
